,Top_1_name,Top_2_name,Top_1_count,Top_2_count
Zara_Yaqob,Ethiopia,Egypt,8,4
Zebra,Kenya,Botswana,2,2
Zebra_shark,,,,
Zeus,Egypt,Greece,2,2
Zhang_Qian,China,India,11,9
Zheng_He,China,Mongolia,27,4
Ziad_Jarrah,United States,Germany,9,8
Zimbabwe,Zimbabwe,South Africa,84,9
Zinc,India,Jersey,4,2
Zinc_chloride,,,,
Zionism,Israel,Russia,110,10
Zion_National_Park,United States,India,3,3
Zirconium,India,,2,
Zoroaster,Iran,Tajikistan,15,3
Zuid-Gelders,Netherlands,Germany,2,2
Zulu,South Africa,Zimbabwe,15,3
ZX_Spectrum,,,,
