,Top_1_name,click_count,num_links_in,name_links_in,num_links_out,name_links_out
14th_century,italy,213,71.0,"['11th_century', '12th_century', '13th_century', '15th_century', '16th_century', '17th_century', '18th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Adi_Shankara', 'Amda_Seyon_I', 'Amsterdam', 'Angkor', 'Antwerp', 'Ars_moriendi', 'Autumn', 'Azerbaijan', 'Aztec', 'Backgammon', 'Battle_of_Grunwald', 'Beer', 'Bologna', 'Bosnia_and_Herzegovina', 'Button', 'Carolingian_Gospel_Book_%28British_Library%2C_MS_Add._11848%29', 'Chinese_language', 'Clock', 'Cotton', 'Coventry', 'Dark_Ages', 'Diamond_cut', 'Football', 'Gender', 'Greek_War_of_Independence', 'Guild', 'Guinness', 'Heilbronn', 'History_of_Buddhism', 'History_of_Singapore', 'History_of_painting', 'Horse', 'Ibn_Battuta', 'Issyk_Kul', 'Lithuania', 'Mathematical_analysis', 'Middle_Ages', 'Music_of_Spain', 'Necktie', 'Norfolk_Island', 'Palio_di_Siena', 'Peru', 'Pi', 'Renaissance', 'Richard_I_of_England', 'Scots_language', 'Scottish_Highlands', 'Slovenia', 'The_Gambia', 'Vegetable', 'Warsaw', 'Western_painting']",31.0,"['13th_century', '15th_century', 'Abacus', 'Aztec', 'Black_Death', 'Buddha', 'China', 'Christianity', 'Dante_Alighieri', 'Dark_Ages', 'Edward_III_of_England', 'England', 'English_peasants%27_revolt_of_1381', 'Europe', 'France', 'Hundred_Years%27_War', 'Ibn_Battuta', 'India', 'Islam', 'Italy', 'Lithuania', 'Ming_Dynasty', 'Niger', 'Ottoman_Empire', 'Poland', 'Pope', 'Renaissance', 'Singapore', 'Time', 'Timur', 'Washington%2C_D.C.']"
15th_century,,258,100.0,"['11th_century', '12th_century', '14th_century', '16th_century', '17th_century', '18th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Adi_Shankara', 'Ancient_Egypt', 'Ancient_history', 'Angkor', 'Antwerp', 'Ars_moriendi', 'Azerbaijan', 'Aztec', 'Banana', 'Beer', 'Bologna', 'Book', 'Bosnia_and_Herzegovina', 'British_Empire', 'Brussels', 'Cambodia', 'Cape_Verde', 'Carrot', 'Chola_dynasty', 'Clock', 'Cochineal', 'Czech_Republic', 'Dark_Ages', 'Diamond_cut', 'English_language', 'Famine', 'Fashion', 'Flat_Earth', 'George_Eliot', 'Georgia_%28country%29', 'Greek_War_of_Independence', 'Greenland', 'Heilbronn', 'Henry_IV_of_England', 'History', 'History_of_science', 'Holy_Roman_Empire', 'Irish_people', 'Islam', 'Italy', 'Johann_Pachelbel', 'Kazakhstan', 'Lope_de_Barrientos', 'Maize', 'Martello_tower', 'Mausoleum_of_Maussollos', 'Middle_Ages', 'Morocco', 'Moscow', 'Mosque', 'Music_of_Albania', 'Music_of_the_trecento', 'Norfolk_Island', 'Novel', 'Number', 'Nutmeg', 'Oil_painting', 'Old_Nubian_language', 'Orkney', 'Ottoman_Empire', 'Ouagadougou', 'Persian_Empire', 'Peru', 'Pitcairn_Islands', 'Ptolemy', 'Pyramid', 'Renaissance', 'Rice', 'Rome', 'Sarajevo', 'Scots_language', 'Scottish_Gaelic_language', 'Society_of_Merchant_Venturers', 'Spain', 'St_Michael%27s_Mount', 'The_Cantos', 'The_Gambia', 'Togo', 'Uganda', 'Vietnam', 'Watch', 'Zimbabwe']",57.0,"['10th_century', '11th_century', '12th_century', '13th_century', '14th_century', '16th_century', '17th_century', '18th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '21st_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Art', 'Aztec', 'Baghdad', 'Battle_of_Grunwald', 'Beijing', 'Byzantine_Empire', 'Christopher_Columbus', 'Europe', 'France', 'Henry_VII_of_England', 'Henry_V_of_England', 'Hundred_Years%27_War', 'Inca_Empire', 'India', 'Indian_Ocean', 'Jew', 'Joan_of_Arc', 'Johannes_Ockeghem', 'Korea', 'Leonardo_da_Vinci', 'Lithuania', 'North_America', 'Ottoman_Empire', 'Philosophy', 'Plato', 'Poland', 'Portugal', 'Renaissance', 'Richard_III_of_England', 'Spain', 'Spanish_Inquisition', 'Time', 'Timur', 'Vasco_da_Gama', 'Wars_of_the_Roses', 'Zheng_He']"
15th_Marine_Expeditionary_Unit,united states,7,1.0,['Royal_Marines'],24.0,"['2004_Indian_Ocean_earthquake', 'Afghanistan', 'Australia', 'California', 'East_Timor', 'Famine', 'Indian_Ocean', 'Indonesia', 'Iraq', 'Kuwait', 'Kuwait_City', 'Mogadishu', 'Mount_Pinatubo', 'Pakistan', 'Persian_Gulf', 'Royal_Marines', 'Rwanda', 'Somalia', 'Sri_Lanka', 'Sumatra', 'Uganda', 'United_Kingdom', 'United_States', 'World_War_II']"
16th_century,,288,125.0,"['11th_century', '12th_century', '15th_century', '17th_century', '18th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Amda_Seyon_I', 'Amsterdam', 'Anglicanism', 'Anglo-Saxon_literature', 'Antwerp', 'Archimedes', 'Autumn', 'Aztec', 'Backgammon', 'Banana', 'Battle_of_Grunwald', 'Ben-Hur_%281959_film%29', 'Bologna', 'Budapest', 'Burundi', 'Capitalism', 'Carrot', 'Cattle', 'Chinese_language', 'Christianity', 'Cormorant', 'Dark_Ages', 'Delhi', 'Diamond_cut', 'Ebony', 'Edward_II_of_England', 'Elephant_bird', 'Fashion', 'Fencing', 'Football', 'Funchal', 'Genealogy', 'Geography', 'Georgia_%28country%29', 'German_language', 'Gravitation', 'Guinness', 'Habsburg_Spain', 'Halloween', 'Heliocentrism', 'History', 'History_of_Greece', 'History_of_painting', 'Ho_Chi_Minh_City', 'Islam', 'Italy', 'Jersey', 'Johann_Pachelbel', 'Kazakhstan', 'Lake_District', 'Lima', 'Lisbon', 'Luxembourg_%28city%29', 'Macau', 'Maize', 'Mathematical_analysis', 'Mathematics', 'Maya_mythology', 'Mestizo', 'Middle_Ages', 'Military_history_of_France', 'Mona_Lisa', 'Moscow', 'Mosque', 'Music_of_Hungary', 'Music_of_Spain', 'Nahuatl_language', 'Necktie', 'Nicolaus_Copernicus', 'Norwich', 'Nottingham', 'Number', 'Oil_painting', 'Ottoman_Empire', 'Pacific_Ocean', 'Painting', 'Palio_di_Siena', 'Papal_conclave', 'Papua_New_Guinea', 'Pashtun_people', 'Peru', 'Polish-Lithuanian_Commonwealth', 'Poor_Law', 'Ramsgate', 'Real_tennis', 'Ren%C3%A9_Descartes', 'Renaissance', 'Roman_Catholic_Church', 'Scottish_Gaelic_language', 'Ship', 'Slovakia', 'Society_of_Merchant_Venturers', 'Soup', 'Spain', 'Spanish_conquest_of_the_Inca_Empire', 'St_Paul%27s_Cathedral', 'Steel', 'Sunflower', 'Superman', 'Timbuktu', 'Togo', 'Trinity_College%2C_Cambridge', 'Uganda', 'Varanasi', 'Vienna', 'Welsh_law', 'Yemen', 'Zeus']",91.0,"['10th_century', '11th_century', '12th_century', '13th_century', '14th_century', '15th_century', '17th_century', '18th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '21st_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Akbar', 'Amazon_River', 'Amsterdam', 'Anglicanism', 'Aztec', 'Babur', 'Baghdad', 'Brazil', 'British_East_India_Company', 'Charles_V%2C_Holy_Roman_Emperor', 'Edward_VI_of_England', 'Egypt', 'Elizabeth_I_of_England', 'England', 'Europe', 'Ferdinand_Magellan', 'Florida', 'France', 'Francis_Drake', 'Galileo_Galilei', 'Germany', 'Grand_Canyon', 'Heliocentrism', 'Henry_VIII_of_England', 'Henry_VII_of_England', 'Hern%C3%A1n_Cort%C3%A9s', 'Holy_Roman_Empire', 'Hungary', 'India', 'Iran', 'Ireland', 'Italian_Renaissance', 'Italy', 'Ivan_IV_of_Russia', 'Jacques_Cartier', 'Japan', 'John_Calvin', 'Juan_Sebasti%C3%A1n_Elcano', 'Leonardo_da_Vinci', 'Martin_Luther', 'Mary_I_of_England', 'Mary_I_of_Scotland', 'Miguel_de_Cervantes', 'Ming_Dynasty', 'Mona_Lisa', 'Netherlands', 'Nicolaus_Copernicus', 'Opera', 'Ottoman_Empire', 'Pacific_Ocean', 'Philip_II_of_Spain', 'Polish-Lithuanian_Commonwealth', 'Portugal', 'Renaissance', 'Roman_Catholic_Church', 'Science', 'Spain', 'Spanish_Armada', 'Spanish_conquest_of_the_Inca_Empire', 'Suleiman_the_Magnificent', 'Sun', 'Sweden', 'Textile', 'Thomas_More', 'Time', 'Vasco_da_Gama', 'Wars_of_the_Roses', 'Watch', 'William_Shakespeare', 'William_the_Silent']"
16_Cygni,,9,2.0,"['16_Cygni_Bb', 'Planetary_habitability']",8.0,"['16_Cygni_Bb', 'Binary_star', 'Day', 'Extrasolar_planet', 'Jupiter', 'Red_dwarf', 'Solar_System', 'Sun']"
16_Cygni_Bb,,18,1.0,['16_Cygni'],12.0,"['16_Cygni', 'Binary_star', 'Day', 'Earth', 'Extrasolar_planet', 'Jupiter', 'Planet', 'Season', 'Solar_System', 'Star', 'Sun', 'Water']"
1755_Lisbon_earthquake,portugal,22,4.0,"['18th_century', '2004_Indian_Ocean_earthquake', 'Lisbon', 'Tsunami']",23.0,"['Atlantic_Ocean', 'Barbados', 'Earthquake', 'England', 'Europe', 'Finland', 'Geology', 'Gottfried_Leibniz', 'Immanuel_Kant', 'Ireland', 'Jean-Jacques_Rousseau', 'Lisbon', 'Martinique', 'Morocco', 'North_Africa', 'Peter_Paul_Rubens', 'Philosophy', 'Portugal', 'Ren%C3%A9_Descartes', 'The_Holocaust', 'Tsunami', 'Vasco_da_Gama', 'Voltaire']"
17th_century,japan,219,127.0,"['11th_century', '12th_century', '15th_century', '16th_century', '18th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Accra', 'Actuary', 'Adi_Shankara', 'Afrikaans', 'Amsterdam', 'Ancient_Rome', 'Anglican_Communion', 'Anglicanism', 'Apricot', 'Archimedes', 'Atonality', 'Backgammon', 'Beaver', 'Beer', 'Beirut', 'British_Isles_%28terminology%29', 'Bucharest', 'Canada', 'Chinese_language', 'Clock', 'Cologne', 'Comet_Halley', 'Cotswolds', 'Czech_Republic', 'Dark_Ages', 'Diamond_cut', 'Dublin', 'Eastern_Roman_Empire', 'Economy_of_the_Iroquois', 'Fencing', 'Ferdinandea', 'Football', 'Geography', 'Gordon_Brown', 'Gravitation', 'Great_Auk', 'Great_Wall_of_China', 'Guinea-Bissau', 'Gustavus_Franklin_Swift', 'H_II_region', 'Habsburg_Spain', 'Halloween', 'Heliocentrism', 'History_of_democracy', 'History_of_painting', 'History_of_slavery', 'Human_rights', 'Hungary', 'Isan', 'Islam', 'Jacobite_rising', 'Johann_Pachelbel', 'John_von_Neumann', 'Kenya', 'Kigo', 'Lindisfarne_Gospels', 'Lope_de_Barrientos', 'Luxembourg_%28city%29', 'Macau', 'Mancala', 'Mathematical_analysis', 'Maya_mythology', 'Mongolia', 'Montevideo', 'Montserrat', 'Mosque', 'Music_of_Hungary', 'Music_of_Spain', 'Necktie', 'Netherlands', 'Netherlands_Antilles', 'Norway', 'Norwich', 'Nottingham', 'Number', 'Nutmeg', 'Ottoman_Empire', 'Pacific_Ocean', 'Painting', 'Peru', 'Peter_Paul_Rubens', 'Physics', 'Polish-Lithuanian_Commonwealth', 'Rail_transport', 'Real_tennis', 'Religious_Society_of_Friends', 'Ren%C3%A9_Descartes', 'Renaissance', 'Rhubarb', 'River_Thames', 'Rome', 'Scottish_Episcopal_Church', 'Sicilian_Baroque', 'Siege', 'Slavery', 'Sodium_sulfate', 'St_Paul%27s_Cathedral', 'Steel', 'Suleiman_the_Magnificent', 'Suriname', 'Tehran', 'Trinity_College%2C_Cambridge', 'Vienna', 'Wall_Street', 'Wallis_and_Futuna', 'Walter_Raleigh', 'Welsh_law', 'Western_painting', 'Zambia', 'Zheng_He']",87.0,"['10th_century', '11th_century', '12th_century', '13th_century', '14th_century', '15th_century', '16th_century', '18th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '21st_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Armand_Jean_du_Plessis%2C_Cardinal_Richelieu', 'Bacteria', 'Banknote', 'Baruch_Spinoza', 'Bible', 'Blaise_Pascal', 'British_East_India_Company', 'Calculus', 'Canada', 'Cape_Town', 'Charles_II_of_England', 'Charles_I_of_England', 'China', 'Constitutional_monarchy', 'Elizabeth_I_of_England', 'England', 'Finance', 'France', 'Galileo_Galilei', 'Glorious_Revolution', 'Gottfried_Leibniz', 'Henry_Purcell', 'Holy_Roman_Empire', 'Hungary', 'India', 'Ireland', 'Isaac_Newton', 'Italy', 'James_II_of_England', 'James_I_of_England', 'Japan', 'Johann_Sebastian_Bach', 'Johannes_Kepler', 'John_Locke', 'John_Milton', 'Louis_XIV_of_France', 'Mary_II_of_England', 'Ming_Dynasty', 'Mississippi_River', 'Netherlands', 'New_York_City', 'New_Zealand', 'North_America', 'Oliver_Cromwell', 'Ottoman_Empire', 'Persian_Empire', 'Peter_I_of_Russia', 'Philosophiae_Naturalis_Principia_Mathematica', 'Poland', 'Portugal', 'Qing_Dynasty', 'Ren%C3%A9_Descartes', 'Russia', 'Scotland', 'South_Africa', 'Spain', 'Speed_of_light', 'Sweden', 'Taiwan', 'Tea', 'Telescope', 'Thomas_Hobbes', 'Time', 'William_Harvey', 'William_III_of_England', 'William_Shakespeare']"
1896_Summer_Olympics,greece,76,2.0,"['Athens', 'Olympic_Games']",27.0,"['Athens', 'Athletics_%28track_and_field%29', 'Australia', 'Austria', 'British_Empire', 'Christianity', 'Cricket', 'Cyprus', 'Eastern_Orthodox_Church', 'Egypt', 'Europe', 'Football_%28soccer%29', 'France', 'Germany', 'Greece', 'Greek_War_of_Independence', 'Hungary', 'London', 'Olympic_Games', 'Paris', 'Roman_Catholic_Church', 'Roman_Empire', 'Serbia', 'Slovakia', 'Sport', 'Switzerland', 'United_States']"
18th_century,france,322,172.0,"['11th_century', '12th_century', '15th_century', '16th_century', '17th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Abu_Dhabi', 'Actuary', 'Afghanistan', 'African_slave_trade', 'Afrikaans', 'Amish', 'Ancient_Greece', 'Ancient_history', 'Andriyivskyy_Descent', 'Anglican_Communion', 'Antonio_Vivaldi', 'Arcadia_%28play%29', 'Azerbaijan', 'Backgammon', 'Baroque', 'Battle_of_Tours', 'Belize', 'Boundary_Waters_Canoe_Area_Wilderness', 'Bratislava', 'Bridge', 'Budapest', 'Carolingian_Gospel_Book_%28British_Library%2C_MS_Add._11848%29', 'Cello', 'Chinese_Rites_controversy', 'Cologne', 'Color_blindness', 'Common_cold', 'Creationism', 'Currency', 'D%C3%BCsseldorf', 'Dance', 'Dark_Ages', 'David_Hume', 'Derby', 'Despotism', 'Diamond_cut', 'Domesticated_turkey', 'Dublin', 'Dutch_language', 'El_Hatillo_Municipality%2C_Miranda', 'Electric_charge', 'Ethiopia', 'Europe', 'Extinct_birds', 'Famine', 'Fashion', 'Fencing', 'Gal%C3%A1pagos_Islands', 'Gentoo_penguin', 'Geography', 'Giuseppe_Verdi', 'Gothenburg', 'Grand_Canal_of_China', 'Greek_War_of_Independence', 'Greek_mythology', 'Guinea-Bissau', 'Guyana', 'Heilbronn', 'Heliocentrism', 'History_of_Greece', 'History_of_Wikipedia', 'History_of_painting', 'History_of_slavery', 'Human_rights', 'Humpback_Whale', 'International_English', 'Isan', 'James_Cook', 'Johann_Pachelbel', 'Kosovo', 'Lake_District', 'Laos', 'Latin', 'Law', 'Liberal_democracy', 'Light', 'Lindisfarne_Gospels', 'Literature', 'Logic', 'Maputo', 'Martin_Luther', 'Material_properties_of_diamond', 'Mathematical_analysis', 'Military_history_of_Canada', 'Missouri_River', 'Modern_history', 'Molybdenum', 'Montserrat', 'Mosque', 'Mount_Vesuvius', 'Music_of_Hungary', 'Music_of_the_Bahamas', 'Nationalism', 'Neoclassicism', 'New_Forest', 'Norwich', 'Novel', 'Number', 'Olaudah_Equiano', 'Ostrich', 'Pacific_Ocean', 'Painting', 'Paleontology', 'Parliament_of_the_United_Kingdom', 'Persian_Empire', 'Peru', 'Philadelphia', 'Phosphorus', 'Physics', 'Piano', 'Platinum', 'Polish-Lithuanian_Commonwealth', 'Political_economy', 'Politics', 'Pottery', 'Pound_sterling', 'Rail_transport', 'Real_tennis', 'Recorder', 'Religious_Society_of_Friends', 'Rice', 'River_Thames', 'Rococo', 'Romanticism', 'Rwandan_Genocide', 'Saint_Vincent_and_the_Grenadines', 'Scanian_%28linguistics%29', 'Scramble_for_Africa', 'Ship', 'Sicilian_Baroque', 'Siege', 'Soup', 'Spain', 'Spanish_Armada', 'Spanish_language', 'Starling', 'Steel', 'Swaziland', 'Tehran', 'Temple_of_Artemis', 'The_Last_Supper_%28Leonardo%29', 'Thomas_Gainsborough', 'Tibet', 'Tokyo', 'Trade_union', 'Treasure_Island', 'Vegetable', 'Vietnam', 'Viking', 'Wall_Street', 'Wallis_and_Futuna', 'Western_painting', 'Whale', 'Zionism', 'Zoroaster']",95.0,"['10th_century', '11th_century', '12th_century', '13th_century', '14th_century', '15th_century', '16th_century', '1755_Lisbon_earthquake', '17th_century', '19th_century', '1st_century', '1st_century_BC', '20th_century', '21st_century', '2nd_century', '3rd_century', '4th_century', '5th_century', '6th_century', '7th_century', '8th_century', '9th_century', 'Adam_Smith', 'Afghanistan', 'Alexander_Hamilton', 'American_Revolutionary_War', 'Anne_of_Great_Britain', 'Antoine_Lavoisier', 'Antonio_Vivaldi', 'Australia', 'Benjamin_Franklin', 'California', 'Capital', 'Carl_Friedrich_Gauss', 'Carolus_Linnaeus', 'Catherine_II_of_Russia', 'China', 'David_Hume', 'Delhi', 'Edmond_Halley', 'Edmund_Burke', 'Edward_Jenner', 'Emanuel_Swedenborg', 'England', 'France', 'Frederick_II_of_Prussia', 'Freetown', 'French_Revolution', 'George_III_of_the_United_Kingdom', 'George_Washington', 'Glorious_Revolution', 'Immanuel_Kant', 'India', 'Industrial_Revolution', 'James_Cook', 'James_Watt', 'Jean-Jacques_Rousseau', 'Johann_Sebastian_Bach', 'Joseph_Haydn', 'Leonhard_Euler', 'London', 'Louis_XIV_of_France', 'Napoleon_I_of_France', 'Napoleonic_Wars', 'Nepal', 'Netherlands', 'North_America', 'Pacific_Ocean', 'Persian_Empire', 'Peter_I_of_Russia', 'Photosynthesis', 'Piano', 'Polish-Lithuanian_Commonwealth', 'President_of_the_United_States', 'Prime_Minister_of_the_United_Kingdom', 'Russia', 'Saint_Petersburg', 'Scotland', 'Sierra_Leone', 'Smallpox', 'South_Africa', 'South_America', 'Spain', 'Steam_engine', 'Steel', 'Sydney', 'Thomas_Gainsborough', 'Thomas_Jefferson', 'Time', 'United_States', 'Vitus_Bering', 'Voltaire', 'War_of_the_Spanish_Succession', 'William_Hogarth', 'Wolfgang_Amadeus_Mozart']"
1928_Okeechobee_Hurricane,united states,24,7.0,"['2005_Atlantic_hurricane_season', 'Galveston_Hurricane_of_1900', 'Hurricane_Andrew', 'Hurricane_Camille', 'Hurricane_Katrina', 'Labor_Day_Hurricane_of_1935', 'Tropical_cyclone']",17.0,"['Africa', 'Atlantic_Ocean', 'Dominica', 'Florida', 'Galveston_Hurricane_of_1900', 'Guadeloupe', 'Latin_America', 'Martinique', 'Montserrat', 'Norfolk', 'Paris', 'Puerto_Rico', 'The_Bahamas', 'Toronto', 'Tropical_cyclone', 'United_States', 'United_States_Virgin_Islands']"
1973_oil_crisis,united states,38,17.0,"['Belgium', 'Capitalism', 'Cold_War', 'Concorde', 'Danske_Statsbaner', 'Detroit%2C_Michigan', 'Edmonton', 'Flanders', 'History_of_Poland_%281945%E2%80%931989%29', 'Houston%2C_Texas', 'Japanese_yen', 'Kyoto_Protocol', 'Richard_Nixon', 'Socialism', 'Sweden', 'TGV', 'Vietnam_War']",51.0,"['Algeria', 'Arab-Israeli_conflict', 'Australia', 'BBC', 'Bretton_Woods_system', 'Canada', 'Chile', 'Coal', 'Cold_War', 'Egypt', 'Electronics', 'Ethanol', 'Gold', 'Iran', 'Iraq', 'Israel', 'Kuwait', 'Latin_America', 'Libya', 'Market', 'Mexico', 'Middle_East', 'Mineral', 'Natural_gas', 'Netherlands', 'Newspaper', 'Nigeria', 'North_America', 'Nuclear_power', 'People%27s_Republic_of_China', 'Persian_Gulf', 'Petroleum', 'Portugal', 'Qatar', 'Richard_Nixon', 'Russia', 'Saudi_Arabia', 'South_Africa', 'Soviet_Union', 'Supply_and_demand', 'Syria', 'United_Arab_Emirates', 'United_Kingdom', 'United_Nations', 'United_States', 'United_States_dollar', 'Venezuela', 'Wheat', 'Wood_fuel', 'World_War_II', 'Yom_Kippur_War']"
1980_eruption_of_Mount_St._Helens,united states,19,3.0,"['Lake_Toba', 'Mount_Pinatubo', 'Mount_St._Helens']",43.0,"['Animal', 'Apple', 'Avalanche', 'California', 'Carbon_dioxide', 'Columbia_River', 'Denver%2C_Colorado', 'Earth%27s_atmosphere', 'Earthquake', 'Emotion', 'Energy', 'Flood', 'Forest', 'Gas', 'Glacier', 'Human', 'Ice', 'Jimmy_Carter', 'Magma', 'Minnesota', 'Moon', 'Mount_St._Helens', 'Nuclear_weapon', 'Ocean', 'Oregon', 'Potato', 'Radio', 'Rain', 'Seattle%2C_Washington', 'Snow', 'Sound', 'Tourism', 'Transport', 'Tree', 'U.S._state', 'United_States', 'United_States_Congress', 'Volcano', 'Water', 'Wave', 'Wheat', 'Wind', 'Yellowstone_National_Park']"
1997_Pacific_hurricane_season,mexico,0,1.0,['Hurricane_John_%281994%29'],16.0,"['California', 'Caribbean_Sea', 'El_Ni%C3%B1o-Southern_Oscillation', 'El_Salvador', 'Guam', 'Japan', 'Johnston_Atoll', 'Meteorology', 'Mexico', 'Nicaragua', 'Pacific_Ocean', 'Palmyra_Atoll', 'Tropical_cyclone', 'U.S._state', 'United_States', 'Wake_Island']"
